,close,date,high,low,open,quoteVolume,volume,weightedAverage
0,5000.0,2016-10-28 18:00:00,5000.0,2100.0,2100.0,0.01179404,57.833718999999995,4903.63938056
1,5000.0,2016-10-28 20:00:00,5000.0,5000.0,5000.0,0.03622896,181.1448,5000.0
2,5000.0,2016-10-28 22:00:00,5000.0,5000.0,5000.0,0.039288,196.44,5000.0
3,5000.0,2016-10-29 00:00:00,5000.0,5000.0,5000.0,0.01185423,59.27115,5000.0
4,5000.0,2016-10-29 02:00:00,5000.0,5000.0,5000.0,0.20453963,1022.69815,5000.0
5,5000.0,2016-10-29 04:00:00,5000.0,5000.0,5000.0,0.00720131,36.00655,5000.0
6,4000.00000001,2016-10-29 06:00:00,5000.0,4000.0,5000.0,0.72595633,3622.34924214,4989.76190777
7,5000.0,2016-10-29 08:00:00,5000.0,2000.0,4010.00000001,0.29518844,1087.92056868,3685.51210434
8,6100.99999963,2016-10-29 10:00:00,9000.0,5000.0,6414.72900538,1.11570182,6431.06928895,5764.1469913
9,5001.0,2016-10-29 12:00:00,6499.99999932,4625.00000002,5799.99999999,0.88281137,4777.5276524,5411.719666
10,6000.0,2016-10-29 14:00:00,6499.99999883,3483.00001,5199.99999997,1.01217953,5030.06535256,4969.5387068
11,5745.6789,2016-10-29 16:00:00,6329.99999994,3703.99999744,5555.00000001,1.201898,5698.3730473000005,4741.14529461
12,3666.00000001,2016-10-29 18:00:00,4799.99999999,3501.0,4300.10001235,0.53167994,2126.9585528000002,4000.44912885
13,2512.00000002,2016-10-29 20:00:00,4393.32999787,2511.0,3909.9990000000003,1.99119384,6980.39020364,3505.63067413
14,1900.00000273,2016-10-29 22:00:00,2705.4990000000003,1900.00000171,2705.4990000000003,1.16317076,2608.23500015,2242.34918023
15,1699.9999983,2016-10-30 00:00:00,2399.99998847,1600.10000059,2399.99998847,0.14767829,291.94358039,1976.88895503
16,1451.11179446,2016-10-30 02:00:00,2100.99999294,1419.99999999,1611.10000053,1.04532718,1597.5225756,1528.25125584
17,1400.1117781,2016-10-30 04:00:00,1451.11178386,708.0000187,708.0000187,1.31204655,1547.77923561,1179.6679284000002
18,850.20000002,2016-10-30 06:00:00,1351.00000062,800.0000018999999,1300.0000109999999,1.45636596,1563.31384481,1073.43476004
19,900.0,2016-10-30 08:00:00,999.00000237,800.00000191,890.0,4.85909727,3984.31762493,819.97074838
20,900.11000857,2016-10-30 10:00:00,1100.00000539,838.00002621,1010.00000865,1.19501956,1241.21778055,1038.65896601
21,840.00000011,2016-10-30 12:00:00,900.11000009,840.00000001,900.11000005,0.59927421,521.83854575,870.78425376
22,713.89176262,2016-10-30 14:00:00,997.09999998,713.89176245,840.00000014,1.61964343,1329.35897382,820.77261525
23,638.19504445,2016-10-30 16:00:00,999.99997988,638.19504211,750.543,1.74517439,1372.68289802,786.55915757
24,544.88007509,2016-10-30 18:00:00,694.04431523,500.00000067,650.00000026,0.85928156,529.39818585,616.09396791
25,529.00242757,2016-10-30 20:00:00,580.0,404.85108929,571.21159717,0.13832176,73.74173281,533.11736934
26,595.34662744,2016-10-30 22:00:00,799.00000487,498.15240942,498.15240942,1.57050407,954.9843113,608.07503116
27,556.92370641,2016-10-31 00:00:00,611.99999984,521.04956089,551.51580236,0.15445297,86.59432151,560.65170851
28,488.19796527,2016-10-31 02:00:00,580.28401905,404.85109042,521.049561,0.77606621,374.34317016,482.35983649
29,539.99748793,2016-10-31 04:00:00,557.83961934,450.00003951,488.19796527,1.77283973,888.0697626,500.93065243
30,485.0,2016-10-31 06:00:00,540.00007491,480.02124218,509.00000093,0.19728325,98.40623138,498.80682413
31,551.63033282,2016-10-31 08:00:00,568.88730208,467.26550281,480.0,1.07786175,541.9061469999999,502.76034658
32,530.45148628,2016-10-31 10:00:00,570.68628803,516.30987577,552.85758036,1.9413789000000001,1081.1468502999999,556.89636387
33,527.32186968,2016-10-31 12:00:00,574.42796487,527.32186968,529.7251719,1.59295919,886.64832778,556.60454665
34,493.0000014,2016-10-31 14:00:00,535.00000022,461.00000115,512.0,0.66794692,343.86987537,514.81617038
35,529.50000108,2016-10-31 16:00:00,2000.5043407,477.44319132,510.83332976,2.28958575,1365.34155595,596.32689273
36,1129.30928199,2016-10-31 18:00:00,1197.26047618,529.50000135,529.50000135,6.46542052,6211.02929559,960.65356868
37,2006.41214543,2016-10-31 20:00:00,2502.77543149,1022.7047587999999,1169.98310548,17.73952065,33280.08597661,1876.04200999
38,1600.18041051,2016-10-31 22:00:00,2399.99999993,1346.18041136,2192.00698131,11.55302026,22012.75849703,1905.36829345
39,1344.59206529,2016-11-01 00:00:00,1628.37170504,1109.36521241,1535.6743894,3.27618553,4523.52766672,1380.73000606
40,1586.29400254,2016-11-01 02:00:00,1640.32527979,1047.44999879,1345.0,1.48350665,1945.49957668,1311.41951853
41,1661.1079887,2016-11-01 04:00:00,1799.41308939,1358.97376431,1588.53962227,1.92136067,3035.32712099,1579.77998008
42,1469.22917533,2016-11-01 06:00:00,1778.49944657,1338.1618789000001,1610.11110999,5.66838122,8511.45257759,1501.56671671
43,1850.0,2016-11-01 08:00:00,1969.09692991,1401.00000081,1411.37892192,4.73683286,8031.54057195,1695.55076341
44,1903.3113875999998,2016-11-01 10:00:00,2080.8832601,1696.66844502,1784.47657301,5.27957989,10003.30253017,1894.71562862
45,1880.50399513,2016-11-01 12:00:00,2000.0,1715.00000028,1943.26170303,3.35779456,6348.33471334,1890.62630244
46,1630.79924111,2016-11-01 14:00:00,1916.81144789,1560.0000002,1881.61764393,13.84637803,23525.96291865,1699.06981216
47,1535.00977796,2016-11-01 16:00:00,1699.99999998,1433.11806789,1650.0,4.14497564,6514.58232148,1571.68169062
48,1500.0,2016-11-01 18:00:00,1648.99999998,1481.65352528,1505.31253677,2.84210297,4428.59573429,1558.21086746
49,1369.0,2016-11-01 20:00:00,1542.73342505,1301.00000068,1501.28710484,7.31643319,10204.77073757,1394.77399336
50,1306.00000929,2016-11-01 22:00:00,1510.00000083,1304.60545971,1370.7831019,1.87778788,2668.93092292,1421.31651362
51,1067.29970525,2016-11-02 00:00:00,1350.64297585,999.99999999,1306.18619284,8.3093349,9770.48498852,1175.84440946
52,1030.00000002,2016-11-02 02:00:00,1186.3038979,1020.0,1060.33505453,1.44481378,1531.68679475,1060.12748214
53,1052.74491097,2016-11-02 04:00:00,1093.24404784,922.81655566,1093.24404784,3.47547071,3588.31290723,1032.46817673
54,1051.96765718,2016-11-02 06:00:00,1250.00000008,1020.0,1029.99999998,4.8268388,5425.33215721,1123.99282056
55,1199.99999999,2016-11-02 08:00:00,1227.0,1050.00000001,1080.43653661,6.47111291,7350.56099345,1135.9036839000003
56,1110.6855755000001,2016-11-02 10:00:00,1225.31128106,1056.47155566,1172.81205196,4.33077747,5027.64203084,1160.90980561
57,1018.63044765,2016-11-02 12:00:00,1128.2573925000002,994.19016093,1118.89371923,4.96360121,5161.25425189,1039.82049192
58,910.01646945,2016-11-02 14:00:00,1064.99999998,851.00000023,1034.85364017,11.73255165,11090.47111601,945.2735812999999
59,856.55231964,2016-11-02 16:00:00,931.0,852.31545392,908.33545847,6.06671447,5488.84393805,904.74736617
60,1183.0,2016-11-02 18:00:00,1499.99999996,858.21504886,858.21504886,21.93989478,25848.47327447,1178.1493728
61,946.00481458,2016-11-02 20:00:00,1199.48577353,946.00481458,1182.36687045,6.71298192,7069.3817364999995,1053.09113308
62,947.08036289,2016-11-02 22:00:00,1076.15323611,935.82932804,990.0,8.78797073,8600.86140096,978.70847152
63,1008.14665046,2016-11-03 00:00:00,1125.47017245,927.75219318,937.41627756,6.52751392,6584.2716294,1008.6951495
64,960.0,2016-11-03 02:00:00,1040.59469277,960.0,1000.0,2.95399701,2925.45670768,990.33841191
65,925.6693696000001,2016-11-03 04:00:00,970.0,915.00000011,964.00000027,3.20519908,2997.19606796,935.10449527
66,1045.31601379,2016-11-03 06:00:00,1045.31601379,915.0,925.6693696000001,7.18501251,6969.22650807,969.96720581
