,close,date,high,low,open,quoteVolume,volume,weightedAverage
0,0.045,2015-03-07 20:00:00,0.045,0.045,0.045,0.00656056,0.00029522,0.045
1,0.045,2015-03-07 22:00:00,0.045,0.045,0.045,0.0,0.0,0.045
2,0.045,2015-03-08 00:00:00,0.045,0.045,0.045,0.0,0.0,0.045
3,0.045,2015-03-08 02:00:00,0.045,0.045,0.045,0.0,0.0,0.045
4,0.045,2015-03-08 04:00:00,0.045,0.045,0.045,0.0,0.0,0.045
5,0.045,2015-03-08 06:00:00,0.045,0.045,0.045,0.0,0.0,0.045
6,0.045,2015-03-08 08:00:00,0.045,0.045,0.045,0.0,0.0,0.045
7,0.045,2015-03-08 10:00:00,0.045,0.045,0.045,0.0,0.0,0.045
8,0.045,2015-03-08 12:00:00,0.045,0.045,0.045,0.0,0.0,0.045
9,0.045,2015-03-08 14:00:00,0.045,0.045,0.045,0.0,0.0,0.045
10,0.045,2015-03-08 16:00:00,0.045,0.045,0.045,0.0,0.0,0.045
11,0.045,2015-03-08 18:00:00,0.045,0.045,0.045,0.0,0.0,0.045
12,0.045,2015-03-08 20:00:00,0.045,0.045,0.045,0.0,0.0,0.045
13,0.045,2015-03-08 22:00:00,0.045,0.045,0.045,0.0,0.0,0.045
14,0.045,2015-03-09 00:00:00,0.045,0.045,0.045,0.0,0.0,0.045
15,0.045,2015-03-09 02:00:00,0.045,0.045,0.045,0.0,0.0,0.045
16,0.045,2015-03-09 04:00:00,0.045,0.045,0.045,0.0,0.0,0.045
17,0.045,2015-03-09 06:00:00,0.045,0.045,0.045,0.0,0.0,0.045
18,0.045,2015-03-09 08:00:00,0.045,0.045,0.045,0.0,0.0,0.045
19,0.045,2015-03-09 10:00:00,0.045,0.045,0.045,0.0,0.0,0.045
20,0.045,2015-03-09 12:00:00,0.045,0.045,0.045,0.0,0.0,0.045
21,0.045,2015-03-09 14:00:00,0.045,0.045,0.045,0.0,0.0,0.045
22,0.045,2015-03-09 16:00:00,0.045,0.045,0.045,0.0,0.0,0.045
23,0.045,2015-03-09 18:00:00,0.045,0.045,0.045,0.0,0.0,0.045
24,0.045,2015-03-09 20:00:00,0.045,0.045,0.045,0.0,0.0,0.045
25,0.045,2015-03-09 22:00:00,0.045,0.045,0.045,0.0,0.0,0.045
26,0.045,2015-03-10 00:00:00,0.045,0.045,0.045,0.0,0.0,0.045
27,0.045,2015-03-10 02:00:00,0.045,0.045,0.045,0.0,0.0,0.045
28,0.045,2015-03-10 04:00:00,0.045,0.045,0.045,0.0,0.0,0.045
29,0.045,2015-03-10 06:00:00,0.045,0.045,0.045,0.0,0.0,0.045
30,0.045,2015-03-10 08:00:00,0.045,0.045,0.045,0.0,0.0,0.045
31,0.045,2015-03-10 10:00:00,0.045,0.045,0.045,0.0,0.0,0.045
32,0.045,2015-03-10 12:00:00,0.045,0.045,0.045,0.0,0.0,0.045
33,0.045,2015-03-10 14:00:00,0.045,0.045,0.045,0.0,0.0,0.045
34,0.960001,2015-03-10 16:00:00,0.960001,0.960001,0.960001,0.00717944,0.00689226,0.960001
35,0.960001,2015-03-10 18:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
36,0.960001,2015-03-10 20:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
37,0.960001,2015-03-10 22:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
38,0.960001,2015-03-11 00:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
39,0.960001,2015-03-11 02:00:00,0.960001,0.960001,0.960001,0.06139032,0.05893476,0.960001
40,0.960001,2015-03-11 04:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
41,0.960001,2015-03-11 06:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
42,0.960001,2015-03-11 08:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
43,0.960001,2015-03-11 10:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
44,0.960001,2015-03-11 12:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
45,0.960001,2015-03-11 14:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
46,0.960001,2015-03-11 16:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
47,0.960001,2015-03-11 18:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
48,0.960001,2015-03-11 20:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
49,0.960001,2015-03-11 22:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
50,0.960001,2015-03-12 00:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
51,0.960001,2015-03-12 02:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
52,0.960001,2015-03-12 04:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
53,0.960001,2015-03-12 06:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
54,0.960001,2015-03-12 08:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
55,0.960001,2015-03-12 10:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
56,0.960001,2015-03-12 12:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
57,0.960001,2015-03-12 14:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
58,0.960001,2015-03-12 16:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
59,0.960001,2015-03-12 18:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
60,0.960001,2015-03-12 20:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
61,0.960001,2015-03-12 22:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
62,0.960001,2015-03-13 00:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
63,0.960001,2015-03-13 02:00:00,0.960001,0.960001,0.960001,0.0,0.0,0.960001
64,2.6499900000000003,2015-03-13 04:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.00037736,0.001,2.6499900000000003
65,2.6499900000000003,2015-03-13 06:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
66,2.6499900000000003,2015-03-13 08:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
67,2.6499900000000003,2015-03-13 10:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
68,2.6499900000000003,2015-03-13 12:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
69,2.6499900000000003,2015-03-13 14:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
70,2.6499900000000003,2015-03-13 16:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
71,2.6499900000000003,2015-03-13 18:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
72,2.6499900000000003,2015-03-13 20:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
73,2.6499900000000003,2015-03-13 22:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
74,2.6499900000000003,2015-03-14 00:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
75,2.6499900000000003,2015-03-14 02:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
76,2.6499900000000003,2015-03-14 04:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
77,2.6499900000000003,2015-03-14 06:00:00,2.6499900000000003,2.6499900000000003,2.6499900000000003,0.0,0.0,2.6499900000000003
